NMR_file,2-Piperidinone,3-Phenylpropionate,4-Hydroxyphenylacetate,4-Aminobenzoate,5-Aminopentanoate,Acetate,Alanine,Benzoate,Butyrate,Desaminotyrosine,Dimethylamine,Ethanol,Formate,Fumarate,Glutamate,Glycine,Glycolate,Histidine,Hypoxanthine,Indole,Isobutyrate,Isoleucine,Isovalerate,Aspartate,Lactate,Leucine,Malonate,Methanol,Methionine,Methylamine,Nicotinate,Phenylacetate,Phenylalanine,Propionate,Propanol,Pyroglutamate,Succinate,Tartrate,Threonine,Thymine,Trimethylamine,Tyrosine,Uracil,Valerate,Valine,p-Cresol,Beta-Alanine
20210125_ex1_p1.cnx,0.1991,0,0.0028,0,0.8356,58.0025,0.0682,0.0089,5.4876,0.0054,0.0046,9.7216,0.0094,0.003,0.1192,0.0405,0.2139,0,0.0324,0,0.5873,0.0544,0.6095,0.0376,0,0.1557,0.0074,1.2053,0.0119,0.0648,0.0063,0.1421,0.0412,25.1068,1.7854,0,0.0106,0.0278,0,0.0127,0.3871,0.0128,0.1063,0.3116,0.1258,0,0
20210125_ex2_p1.cnx,0.2072,0,0.0029,0,0.8569,58.7684,0.0688,0.0086,5.5826,0.005,0.0045,10.0631,0.0058,0.0038,0.1142,0.0367,0.2195,0,0.0315,0,0.5972,0.0494,0.6176,0.0348,0,0.1558,0.0058,1.2449,0.0082,0.065,0.0088,0.1384,0.0384,25.4308,1.8655,0,0.0088,0.0292,0,0.0102,0.376,0.0128,0.1067,0.3062,0.1249,0,0
20210125_ex3_p1.cnx,0.2147,0,0,0,0.9371,60.0799,0.0715,0.0073,5.6703,0.0038,0.0053,9.6077,0.0102,0.0036,0.1125,0.0355,0.2126,0,0.0364,0,0.615,0.0641,0.6019,0.0361,0,0.2212,0.0079,1.205,0.0102,0.0645,0.0094,0.1215,0.042,26.0848,1.7132,0,0.0117,0.028,0,0.0151,0.3993,0.0132,0.1152,0.3465,0.1336,0,0
20210125_ex4_p1.cnx,0.2109,0,0.0028,0,0.87,56.3114,0.0804,0.0096,5.5359,0.0055,0.0061,10.3867,0.0107,0.0042,0.1255,0,0.2199,0,0.0336,0,0.5609,0.0469,0.6347,0.0356,0,0.1676,0.0085,1.2458,0.0104,0.0648,0.0084,0.136,0.0381,26.7848,1.822,0,0.0121,0.0281,0,0.0139,0.3556,0.0129,0.1138,0.3301,0.1275,0,0
20210125_ex6_p1.cnx,0.2191,0,0.0026,0,0.8972,59.2454,0.0749,0.0123,5.6821,0.0039,0.0043,10.1222,0.0103,0.0037,0.1003,0,0.217,0,0.0364,0,0.6129,0.052,0.617,0.0345,0,0.1945,0.0063,1.2383,0.0119,0.0647,0.0087,0.1338,0.0418,26.7035,1.8028,0,0.0119,0.0279,0,0.016,0.3778,0.0143,0.1175,0.3026,0.1386,0,0
20210125_ex7_p1.cnx,0.2226,0,0.0039,0,0.9405,58.4066,0.0989,0.008,5.6006,0.0039,0.0025,10.8674,0.0169,0.0043,0.1132,0,0.1801,0,0.0348,0,0.573,0.0628,0.5049,0.0374,0,0.1679,0.015,1.2423,0.0111,0.0652,0.0083,0.1332,0.0425,25.8896,1.5704,0,0.0138,0.0226,0,0.0126,0.4351,0.0195,0.107,0.3546,0.1506,0,0
20210125_ex8_p1.cnx,0.2464,0,0.0038,0,1.0284,63.2831,0.1066,0.0099,6.1013,0.0044,0.0048,11.3966,0.0178,0.0042,0.1126,0,0.1942,0,0.0467,0,0.642,0.063,0.5415,0.0321,0,0.1694,0.0178,1.2699,0.0109,0.0736,0.0076,0.1611,0.0429,28.0694,1.914,0,0.018,0.02,0,0.008,0.5032,0.0229,0.1145,0.3452,0.15,0,0
20210125_ex9_p1.cnx,0.238,0,0.0051,0,0.9665,63.1174,0.1218,0.0106,6.1753,0.0088,0.0042,11.3175,0.0232,0.0036,0.1205,0,0.2026,0,0.0437,0,0.6384,0.0637,0.6823,0.0425,0,0.1693,0.0172,1.279,0.0096,0.0717,0.0062,0.1307,0.0424,27.4099,2.0966,0,0.0196,0.0253,0,0.013,0.5019,0.0237,0.1428,0.3212,0.1584,0,0
20210125_ex1005_p1.cnx,0.2283,0.0305,0,0,0.8823,63.1106,0.1168,0.009,6.0193,0.0019,0.0056,10.9386,0.0111,0.0055,0.1197,0.0519,0.2417,0,0.0328,0,0.6242,0.0578,0.6656,0.0664,0,0.1865,0.0041,1.3423,0.0176,0.0692,0.0081,0.1361,0.0484,27.4748,2.0178,0,0.0151,0.0302,0.0269,0.0091,0.4091,0.0221,0.098,0.3766,0.135,0,0
SR_2020-10-05_ex160_p1.cnx,0.0065,0.2007,0.0035,0.0623,0.1012,54.856,0.0696,0.0092,6.7642,0.0124,0,13.849,0.0064,0.0051,0.2082,0.0419,0.2387,0,0.0239,0,1.1359,0.0171,0.7568,0.0311,0,0.0754,0.0102,1.3007,0.0106,0.0749,0.0158,0.037,0.0112,26.0777,1.1731,0.0568,0.1685,0.0421,0.0084,0,0.4892,0.0069,0.0655,2.1186,0.0148,0,0.0044
SR_2020-10-05_ex170_p1.cnx,0.0043,0.2163,0.0023,0.061,0.0975,53.1558,0.0686,0.0092,6.5907,0.013,0,13.3264,0.0055,0.0049,0.2038,0.0349,0.2283,0,0.0226,0,1.1226,0,0.6957,0.0316,0,0.0848,0.0103,1.2713,0.0098,0.0703,0.0133,0.0333,0.0115,25.235,1.1032,0.0767,0.1485,0.0328,0,0,0.4529,0.0054,0.0592,2.1041,0.0145,0,0.0035
SR_2020-10-05_ex180_p1.cnx,0.0039,0.2068,0.0022,0.0603,0.0855,53.8862,0.0716,0.0108,6.6474,0.013,0,13.4974,0.0081,0.0049,0.1494,0.0377,0.2327,0,0.0241,0,1.1813,0,0.717,0.0316,0,0.0842,0.0105,1.2881,0.0093,0.0721,0.0146,0.0353,0.0092,25.584,1.1368,0.0445,0.1603,0.0407,0.0078,0,0.4735,0.0074,0.0691,2.0633,0.0135,0,0.0034
SR_2020-10-05_ex190_p1.cnx,0.0057,0.2056,0.0028,0.0643,0.0857,58.256,0.0758,0.0106,7.146,0.012,0,13.8101,0.01,0.0048,0.1494,0.0394,0.2417,0,0.0266,0.0054,1.2699,0,0.739,0.0354,0,0.1108,0.0078,1.3256,0.0107,0.0741,0.019,0.0407,0.0116,27.6696,1.1913,0.0407,0.1869,0.0434,0,0,0.5151,0.006,0.0733,2.138,0.0188,0,0.0039
SR_2020-10-05_ex200_p1.cnx,0,0.2139,0.0031,0.0622,0.0871,57.3515,0.0761,0.0098,7.0819,0.0144,0,13.8173,0.0115,0.0055,0.1441,0.0384,0.244,0,0.0284,0.0055,1.2875,0,0.7441,0.0381,0,0.0941,0.0102,1.3365,0.01,0.0745,0.0152,0.0412,0.0097,27.3741,1.1965,0.0594,0.18,0.0427,0.0109,0,0.4961,0.0055,0.0701,2.1725,0.017,0,0.0039
SR_2020-10-05_ex210_p1.cnx,0,0.2155,0.0024,0.0621,0.0919,54.7019,0.0686,0.009,6.8236,0.0132,0,13.4589,0.0131,0.0049,0.2208,0.0338,0.2384,0,0.0261,0,1.1832,0,0.7216,0.0337,0,0.0994,0.0103,1.2967,0.0102,0.0712,0.0166,0.0348,0.0111,25.5288,1.1295,0.0607,0.156,0.0383,0.0122,0,0.4774,0.0082,0.0783,2.0146,0.0163,0,0
SR_2020-10-05_ex220_p1.cnx,0,0.201,0.0023,0.0656,0.1205,63.0718,0.0885,0.0087,7.6339,0.0141,0,14.6885,0.0093,0.0058,0.3058,0.0403,0.2674,0,0.0277,0,1.2811,0,0.8484,0.0405,0,0.1089,0.0276,1.3564,0.0177,0.0808,0.0171,0.0571,0.0099,29.4356,1.2815,0.0946,0.4213,0.0316,0.0112,0,0.6093,0.0108,0.0647,2.2788,0.0282,0,0
SR_2020-10-05_ex230_p1.cnx,0,0.2055,0.0036,0.0639,0.126,57.2286,0.0951,0.013,7.0839,0.0138,0,14.8335,0.0112,0.0053,0.2966,0.0314,0.2589,0,0.0292,0,1.147,0,0.8684,0.043,0,0.1172,0.0351,1.3647,0.0199,0.0762,0.0144,0.0548,0.0094,26.3224,1.2215,0.0898,0.2742,0.0308,0.0122,0,0.5548,0.014,0.0779,1.9866,0.0353,0,0
SR_2020-10-05_ex240_p1.cnx,0,0.2206,0.0023,0.0673,0.1297,59.2303,0.0759,0.0083,7.1559,0.0135,0,14.7752,0.0133,0.0052,0.2965,0.0281,0.2531,0,0.027,0.0065,1.2248,0,0.8725,0.0345,0,0.1023,0.0321,1.3533,0.0144,0.0756,0.0155,0.0498,0.0138,27.8202,1.2505,0.0981,0.3089,0.0303,0.0184,0,0.5736,0.0137,0.0731,2.1575,0.0378,0,0
SR_20201202_ex7_p1.cnx,0,0.0135,0.0032,0.0287,0.0761,55.7466,0.1487,0.0983,7.9226,0.0041,0,9.4715,0.0667,0.0038,0.2023,0.0352,0.196,0,0.0267,0,0.8633,0.0094,0.5591,0.0348,0,0.0938,0.0214,0.2765,0.0096,0.053,0.0142,0.105,0.0058,16.8513,1.5762,0.0278,0.0208,0,0,0,0.334,0.0014,0.0837,2.8323,0.0161,0,0.0092
SR_20201202_ex8_p1.cnx,0,0,0.0023,0.0292,0.0706,60.5632,0.1358,0.0983,8.293,0.0012,0,9.1665,0.0062,0.005,0.1789,0.0269,0.1944,0,0.0286,0,0.8737,0.0104,0.5384,0.0385,0,0.0852,0.0195,0.2734,0.0059,0.0546,0.0132,0.1037,0.0093,18.4258,1.5714,0.0321,0.0117,0,0,0.0099,0.3517,0.0082,0.0712,2.722,0.0127,0,0.0082
SR_20201202_ex9_p1.cnx,0,0,0.004,0.0305,0.0846,60.7167,0.1399,0.0971,8.3001,0.0039,0,8.9686,0.0081,0.0051,0.1452,0.0218,0.188,0,0.0263,0,0.8858,0.0108,0.5529,0.0335,0,0.0846,0.0175,0.2676,0.0105,0.0514,0.012,0.111,0.0081,18.3104,1.5183,0.0337,0.0124,0,0,0.0103,0.3503,0.0067,0.0687,2.6963,0.0169,0,0.0062
SR_20201202_ex10_p1.cnx,0,0,0.0026,0.0293,0.0736,59.096,0.1531,0.0955,8.0597,0.0023,0,9.2168,0.007,0.0051,0.1885,0.0184,0.189,0,0.0254,0,0.85,0.0081,0.5211,0.0361,0,0.0891,0.0202,0.2739,0.01,0.0511,0.0142,0.1081,0.0094,17.4264,1.4217,0.0338,0.0077,0,0,0.0053,0.3448,0.0078,0.0553,2.6666,0.0174,0,0.0065
SR_20201202_ex11_p1.cnx,0,0,0.0023,0.0298,0.0729,58.8569,0.1488,0.0971,8.1063,0,0,9.3131,0.006,0.0049,0.1701,0.0238,0.1911,0,0.0257,0,0.8681,0.0124,0.5221,0.032,0,0.0844,0.0206,0.2727,0.0086,0.0509,0.0155,0.1102,0.0075,17.4829,1.5322,0.0271,0.0099,0,0,0.0073,0.3477,0.0049,0.0725,2.7159,0.0162,0,0.0067
SR_20201202_ex12_p1.cnx,0,0,0.0043,0.0284,0.0895,59.6188,0.1493,0.0984,8.1644,0,0,9.3446,0.0053,0.0048,0.178,0.024,0.1917,0,0.025,0,0.7709,0.0103,0.5392,0.0315,0,0.0959,0.0207,0.2745,0.0091,0.0524,0.0134,0.1114,0.0074,17.2189,1.588,0.0232,0.0091,0,0,0,0.3489,0.0078,0.0628,2.7524,0.0184,0,0.0085
SR_20201202_ex13_p1.cnx,0,0,0.0058,0.0304,0.1183,59.183,0.179,0.1009,8.1531,0,0,10.4432,0.0067,0.0059,0.209,0.019,0.2046,0,0.0293,0,0.8242,0.0167,0.6329,0.0401,0,0.0847,0.0515,0.3023,0.0116,0.0547,0.0132,0.1278,0.0111,17.4054,1.8017,0.0792,0.0517,0.0168,0,0.007,0.4157,0.0129,0.0896,2.8575,0.0422,0,0.0044
SR_20201202_ex14_p1.cnx,0,0,0.0065,0.0299,0.1116,59.7147,0.1804,0.0934,8.2508,0,0,10.2536,0.0081,0.005,0.2114,0.0134,0.201,0,0.0303,0,0.8647,0.02,0.7021,0.0401,0,0.1159,0.0486,0.2961,0.0155,0.0514,0.0142,0.1235,0.0112,17.0388,1.7677,0.1023,0.0424,0.0162,0,0.0095,0.4237,0.0119,0.089,2.9278,0.0421,0,0.0052
SR_20201202_ex15_p1.cnx,0,0,0.0062,0.0333,0.083,65.4183,0.1893,0.1038,8.7638,0,0,10.3933,0.0068,0.0054,0.2279,0.0161,0.2072,0,0.0297,0,0.9847,0.0164,0.6505,0.0452,0,0.0878,0.0571,0.296,0.013,0.0541,0.0132,0.118,0.0107,18.6948,1.7209,0.081,0.0562,0.0154,0,0.0061,0.4319,0.0136,0.1022,2.9904,0.036,0,0.0061
SR_20201202_ex31_p1.cnx,0.2338,0,0.0036,0.0314,0.7666,43.3785,0.0364,0.1377,8.221,0.0016,0,11.071,0.0367,0.0026,0.1486,0.0257,0.195,0,0.0205,0,0.784,0,0.4248,0.0365,0.012,0.0912,0.0358,1.1624,0.0075,0.0534,0.0135,0.0777,0.0078,19.8004,0.7734,0,0.0135,0.0044,0.0083,0,0.3418,0.0045,0.055,0.5134,0,0,0
SR_20201202_ex32_p1.cnx,0.2411,0,0.0036,0.0323,0.7905,47.9836,0.0361,0.1371,8.7165,0.0016,0,11.1318,0.0058,0.0029,0.1455,0.023,0.1998,0,0.0235,0,0.8763,0,0.5382,0.0403,0.0087,0.1012,0.0353,1.2136,0.0074,0.0556,0.0124,0.0747,0.0071,21.8391,0.7486,0,0.0134,0.0042,0.0122,0.0073,0.3607,0.0036,0.0408,0.4769,0,0,0
SR_20201202_ex33_p1.cnx,0.2292,0,0.0062,0.031,0.7505,47.0857,0.0346,0.1354,8.4958,0.0015,0,11.5127,0.0062,0.0034,0.1282,0.0258,0.2043,0,0.0227,0,0.8947,0,0.5235,0.0431,0.0102,0.0832,0.0339,1.2126,0.0073,0.0577,0.0142,0.0697,0.009,21.2371,0.8,0,0.0172,0.0033,0.011,0,0.355,0.0045,0.0574,0.4861,0,0,0
SR_20201202_ex35_p1.cnx,0.2411,0,0.0043,0.0328,0.7541,54.2289,0.0374,0.1342,9.4154,0.0019,0,11.5212,0.0081,0.0031,0.1383,0.0289,0.1988,0,0.0228,0,0.9493,0,0.4553,0.0407,0.0104,0.0952,0.0454,1.202,0.0073,0.059,0.0133,0.079,0.0078,25.4564,0.855,0.0251,0.0316,0.0042,0.0112,0,0.411,0.0049,0.0527,0.5104,0,0,0
SR_20201202_ex36_p1.cnx,0.2391,0,0.0032,0.0318,0.7475,49.7254,0.0364,0.1324,8.8264,0.002,0,11.3334,0.0083,0.003,0.1351,0.0244,0.1945,0,0.0228,0,0.8888,0,0.5112,0.0337,0.0113,0.0643,0.0393,1.1879,0.0053,0.0563,0.0133,0.0806,0.0062,22.8824,0.8372,0.048,0.0273,0.0054,0.0175,0,0.3768,0.006,0.0488,0.4951,0,0,0
SR_20201202_ex37_p1.cnx,0.2797,0,0.0049,0.0321,0.8124,49.8697,0.0474,0.1464,8.861,0.0018,0,12.7446,0.0158,0.0033,0.1362,0.0131,0.198,0,0.0279,0,0.8665,0,0.5986,0.0372,0.0201,0.0876,0.052,1.2667,0.0098,0.0588,0.0145,0.0851,0.0081,22.2137,0.9418,0.046,0.0882,0.0149,0.0215,0,0.4355,0.0095,0.0619,0.4946,0.0094,0,0
SR_20201202_ex38_p1.cnx,0.2736,0,0.0045,0.0327,0.81,50.6611,0.051,0.1402,9.055,0.0021,0,12.7528,0.0429,0.0036,0.1297,0.009,0.2006,0,0.0203,0,0.874,0,0.5589,0.0465,0.0219,0.1025,0.0525,1.2559,0.0111,0.0565,0.0121,0.0868,0.0081,22.6592,1.0837,0.0745,0.0987,0.0132,0.0212,0,0.4482,0.0118,0.0634,0.4752,0.0076,0,0
SR_20201202_ex39_p1.cnx,0.2532,0,0.0044,0.0338,0.8359,53.2958,0.0504,0.1438,9.2843,0.0022,0,12.7031,0.0167,0.0033,0.1487,0.0121,0.2005,0,0.0229,0,0.9232,0,0.6098,0.0466,0.0194,0.0804,0.0572,1.2716,0.0099,0.0594,0.011,0.0917,0.0097,23.6778,0.9922,0.0226,0.099,0.0119,0,0,0.453,0.0125,0.061,0.5744,0.0101,0,0
SR_20201202_ex1034_p1.cnx,0.2396,0,0.0033,0.0282,0.7123,45.5759,0.0424,0.1318,8.3666,0.0022,0,11.5182,0.0528,0.003,0.1478,0.0368,0.2022,0,0.0194,0,0.8224,0,0.4622,0.0438,0,0,0.0319,1.2093,0.0104,0.0554,0.013,0.079,0.0114,20.5596,0.8764,0,0.0229,0.0031,0,0,0.3171,0.0079,0.0498,0.5454,0.0146,0,0.0016
SR_20201215_ex7_p1.cnx,0.1767,0,0.0033,0.0327,0.95,62.6526,0.053,0.0757,12.9952,0.0055,0.0075,6.2311,0.0323,0.0022,0.0753,0.0335,0.184,0,0.0268,0.0176,1.066,0,0.6021,0.0441,0.0097,0,0.0375,0.2861,0.0086,0.0356,0,0.1388,0.0073,22.7437,1.1545,0.0346,0.2708,0.033,0,0,0.3989,0.0057,0.0623,0.7455,0.0042,0,0.0052
SR_20201215_ex9_p1.cnx,0.1817,0,0.0037,0.0336,0.9531,58.4701,0.0596,0.0822,12.1148,0.0046,0.0074,6.2681,0.0062,0.0038,0.0893,0.0373,0.178,0,0.0218,0.0204,1.0585,0,0.6239,0.046,0.0061,0,0.0395,0.2897,0.0054,0.0358,0,0.1415,0.0073,21.4441,1.1496,0.0549,0.2575,0.0323,0,0,0.3951,0.0067,0.0568,0.744,0.0037,0,0.0057
SR_20201215_ex10_p1.cnx,0.1752,0,0.0037,0.0295,0.957,50.1338,0.0566,0.0827,10.9137,0.0036,0.0071,6.185,0.0049,0.0022,0.0969,0.0287,0.1767,0,0.0209,0.0204,0.933,0,0.5703,0.0434,0.0051,0,0.0371,0.2921,0.0073,0.0339,0,0.143,0.0096,17.8614,1.1078,0.0504,0.1699,0.0336,0,0,0.3623,0.007,0.0502,0.7277,0.0056,0,0.0041
SR_20201215_ex11_p1.cnx,0.1514,0,0.0035,0.0278,0.8502,42.8507,0.0502,0.0728,9.5974,0.0036,0.0059,5.5647,0.0064,0.0025,0.1051,0.0373,0.1592,0,0.018,0.0151,0.9218,0,0.5417,0.0468,0.0038,0,0.0301,0.2665,0.0075,0.028,0,0.1344,0.0062,15.5275,1.0148,0.0453,0.1566,0.0257,0,0,0.3282,0.0055,0.0477,0.6371,0.0041,0,0
SR_20201215_ex12_p1.cnx,0.1598,0,0.0038,0.0318,0.8909,52.9252,0.0711,0.0755,11.688,0.0042,0.0062,6.0911,0.0056,0.0028,0.0931,0.0392,0.1731,0,0.0234,0.0117,0.9862,0,0.5792,0.0454,0.0052,0,0.0407,0.3006,0.0089,0.0357,0,0.1458,0.0062,20.1679,1.057,0.0424,0.2315,0.0304,0,0,0.3904,0.0084,0.0579,0.6973,0.0075,0,0
SR_20201215_ex13_p1.cnx,0.2084,0,0.0041,0.0303,0.9774,57.2181,0.1194,0.0868,11.9409,0.0047,0.0071,7.3236,0.0374,0.0016,0.1087,0.0216,0.2083,0,0.0292,0,1.0015,0,0.6785,0.045,0.0151,0,0.0331,0.3087,0.0096,0.0348,0.0142,0.1448,0.0112,19.0626,1.6956,0.0838,0.33,0.0261,0,0,0.4377,0.0155,0.0757,0.7871,0.0165,0,0
SR_20201215_ex14_p1.cnx,0.2057,0,0.0037,0.0318,0.9751,55.7129,0.1113,0.0754,11.7492,0.0044,0.0046,7.418,0.0401,0.0014,0.0905,0.0175,0.1833,0,0.0269,0.015,1.0172,0,0.673,0.048,0.0157,0.0778,0.0324,0.3045,0.0103,0.0316,0.0125,0.1453,0.0091,19.1096,1.38,0.0554,0.3019,0.0274,0,0,0.435,0.0139,0.065,0.7544,0.0168,0,0
SR_20201215_ex15_p1.cnx,0.2138,0,0.005,0.0305,1.0006,50.7925,0.1118,0.0902,11.1643,0.0038,0.0042,7.7309,0.0101,0.0021,0.1243,0.0187,0.1974,0,0.0278,0.0092,0.9483,0,0.7069,0.0467,0.011,0.0849,0.02,0.3162,0.0105,0.0352,0.0139,0.1532,0.0128,17.5013,1.4831,0.0569,0.2754,0.0293,0,0,0.4306,0.0133,0.0638,0.7718,0.0151,0,0
SR_20201215_ex1008_p1.cnx,0.1693,0,0.0039,0.0316,0.8647,53.8297,0.0511,0.0753,11.4737,0.0032,0.0045,6.0864,0.0069,0.0029,0.0794,0.0358,0.1726,0,0.0282,0,0.9847,0,0.5662,0.0561,0.0113,0,0.0379,0.2806,0,0.0339,0.0091,0.1388,0.0091,19.6543,1.0157,0.0454,0.2319,0.0286,0,0.0037,0.38,0.0073,0.062,0.6765,0.0038,0,0.005
SR_20210128_ex1_p1.cnx,0.2514,0.2413,0.0102,0,0.9239,26.8813,0.1725,0.0203,15.6477,0.0221,0.0171,15.8178,1.8231,0.002,0.1673,0.0403,0.2272,0,0.0201,0.0104,1.2049,0.0113,1.0655,0.0983,0,0.1019,0.0042,1.3702,0.0137,0.0614,0.0119,0,0,20.7683,2.2052,0.1002,0.472,0.0053,0,0,0.4704,0.0049,0.0516,0.6253,0.0111,0,0
SR_20210128_ex2_p1.cnx,0.2473,0.2352,0.01,0,0.9558,26.4769,0.169,0.0207,15.757,0.0235,0.0216,16.0812,1.9781,0.0018,0.1619,0.0424,0.235,0,0.0212,0.0144,1.0411,0.0104,1.1235,0.101,0,0.0822,0.0026,1.3832,0.0135,0.0637,0.0124,0,0,21.2251,2.3133,0.1311,0.4644,0.0061,0,0.0042,0.4613,0.0036,0.0542,0.6393,0.0084,0,0
SR_20210128_ex3_p1.cnx,0.249,0.2422,0.0127,0,0.9115,26.6705,0.1771,0.0202,15.7098,0.0219,0.0169,16.0426,1.8983,0.0023,0.1772,0.0408,0.2326,0,0.0213,0.0122,1.3367,0.0146,1.1101,0.0936,0,0.0824,0.0042,1.3779,0.0143,0.0635,0.0138,0,0,21.511,2.3317,0.1045,0.4553,0.0059,0,0.0053,0.4634,0.0041,0.053,0.6581,0.0097,0,0
SR_20210128_ex4_p1.cnx,0.2525,0.2414,0.0095,0,0.9384,25.7844,0.1862,0.0185,15.404,0.022,0.0186,16.1379,2.0404,0.0019,0.1717,0.0486,0.2291,0,0.0216,0.0087,1.2309,0.0177,1.0989,0.1002,0,0.0849,0.0037,1.3542,0.0128,0.0622,0.0141,0,0,20.9233,2.3924,0.1231,0.4362,0.0072,0,0.0035,0.4352,0.0047,0.0623,0.6503,0.0084,0,0
SR_20210128_ex5_p1.cnx,0.2497,0.2462,0.0108,0,0.8733,25.7313,0.1933,0.0184,15.6513,0.0205,0.016,16.4421,1.9812,0.0021,0.1746,0.0459,0.2417,0,0.0198,0.0134,1.3511,0.0142,1.1481,0.1067,0,0.0779,0.0039,1.3959,0.0139,0.0643,0.0108,0,0,21.3943,2.3948,0.087,0.4286,0.0058,0,0.0066,0.4277,0.006,0.0539,0.5895,0.0134,0,0
SR_20210128_ex6_p1.cnx,0.246,0.2325,0.012,0,0.8381,26.3422,0.1911,0.0185,15.4242,0.0212,0.0176,16.0507,1.9157,0.0021,0.17,0.046,0.2326,0,0.0204,0.0089,1.2127,0.0138,1.0959,0.1116,0,0.0877,0.004,1.3705,0.0138,0.0627,0.0129,0,0,20.0569,2.0931,0.1115,0.4316,0.0053,0,0.004,0.4275,0.0069,0.0561,0.6086,0.0121,0,0
SR_20210128_ex7_p1.cnx,0.2686,0.2535,0.0124,0,0.9618,28.6434,0.242,0.0201,16.5593,0.0229,0.0171,17.8054,2.2455,0.0027,0.1961,0,0.2265,0,0.0261,0.0148,1.3803,0.0141,1.1022,0.1241,0,0.0832,0.0866,1.4392,0.017,0.0685,0.0149,0,0,22.4458,2.7307,0.0989,0.6377,0.0144,0,0.0044,0.5559,0.0101,0.0713,0.6699,0.0198,0,0
SR_20210128_ex8_p1.cnx,0.2722,0.2429,0.0101,0,0.9217,27.0894,0.2353,0.0212,16.1347,0.0227,0.0146,17.5605,1.9813,0.0025,0.1796,0,0.2184,0,0.0241,0.0136,1.3235,0.0177,1.0919,0.0934,0,0.0653,0.0916,1.3955,0.0135,0.0678,0.012,0,0,21.4734,2.705,0.0753,0.6089,0.0117,0,0.0052,0.5471,0.0099,0.0724,0.5846,0.0175,0,0
SR_20210128_ex9_p1.cnx,0.2688,0.2519,0.0102,0,0.943,27.3008,0.2337,0.0221,16.0109,0.0208,0.0131,17.6125,1.9872,0.0021,0.1972,0.0152,0.2167,0,0.0244,0.0114,1.2601,0.0179,1.0709,0.1071,0,0,0.0871,1.4353,0.0146,0.0657,0.0103,0,0,22.2837,2.5414,0.0795,0.5499,0.0144,0,0.0045,0.511,0.0094,0.0615,0.6331,0.0171,0,0
20210125_ex10_p1.cnx,0.3027,0,0.0371,0,0.7382,64.3944,0.0493,0.0108,6.6387,0.0062,0.0068,8.9999,0.008,0.0023,0.0665,0.0447,0.2099,0,0.006,0.0197,0.7072,0.0565,0.7065,0.0238,0,0.1954,0.0023,1.2123,0.0074,0.0668,0,0.2184,0.0099,27.7982,1.9194,0,0.0035,0.0266,0,0,0.4718,0.0113,0.0286,0.348,0.1373,0,0
20210125_ex11_p1.cnx,0.2911,0,0.0284,0,0.7492,59.8753,0.0432,0.0094,6.3138,0.0036,0.004,9.0963,0.0069,0.0019,0.0705,0.0454,0.213,0,0.0077,0.0167,0.6419,0.0569,0.6798,0.0226,0,0.1849,0.0024,1.2261,0.0089,0.0664,0,0.2138,0.0145,26.4752,1.9611,0,0.0029,0.0257,0,0,0.4325,0.0136,0.0273,0.3944,0.1394,0,0
20210125_ex12_p1.cnx,0.286,0,0.0301,0,0.7355,61.9871,0.0444,0.0113,6.4282,0.0028,0.0061,9.1295,0.0078,0.0024,0.0746,0.0478,0.2163,0,0.0075,0,0.6307,0.0541,0.7056,0.0214,0,0.1909,0.0031,1.2319,0.0101,0.0666,0,0.2059,0.0138,28.3372,2.0058,0,0.0031,0.0276,0,0,0.4545,0.0115,0.0304,0.3628,0.138,0,0
20210125_ex13_p1.cnx,0.2593,0,0.0203,0,0.7963,59.1016,0.0747,0.0119,6.3278,0.0025,0.0063,10.8164,0.0095,0.0013,0.0434,0.0432,0.2276,0,0.0054,0.0162,0.5825,0.0698,0.6397,0,0,0.1703,0.0045,1.2934,0.007,0.0557,0,0.1844,0.0261,28.0946,3.2565,0,0,0.0276,0,0,0.4607,0.0229,0.0177,0.3556,0.152,0,0
20210125_ex14_p1.cnx,0.2613,0,0.0231,0,0.8294,56.806,0.0851,0.0105,6.2041,0.0027,0.0056,10.8232,0.0077,0.0014,0.0489,0.046,0.2281,0,0.0065,0.0188,0.5534,0.0637,0.6553,0,0,0.1483,0.0043,1.2801,0.008,0.0566,0,0.1886,0.0286,27.7854,3.1692,0,0,0.028,0,0,0.4568,0.0217,0.0192,0.4041,0.1557,0,0
20210125_ex15_p1.cnx,0.2586,0,0.0214,0,0.8161,61.4637,0.0669,0.0119,6.5988,0,0.0078,10.6546,0.0075,0.0019,0.0426,0.0439,0.2299,0,0.0088,0,0.6117,0.0636,0.7124,0,0,0.1824,0.0026,1.2682,0.0072,0.0588,0,0.19,0.0281,27.5717,3.0583,0,0.0016,0.0278,0,0,0.4543,0.0208,0.0216,0.4109,0.1553,0,0
20210125_ex16_p1.cnx,0.213,0,0.0171,0,0.5244,80.3073,0.2202,0.0086,7.7672,0,0.0197,14.596,0.0089,0,0.1839,0.0455,0.1913,0.0079,0.0088,0.0383,0.6544,0.0917,0.6699,0,0,0.1861,0.1227,1.3903,0.0057,0.027,0,0.191,0.038,31.1156,4.541,0.0431,0.001,0.0322,0.0202,0.0156,0.8571,0.0307,0.191,0.4297,0.1784,0,0.0097
